Timestamp,Value
1765737351.4558454,1
1765737351.4558928,1
1765737351.4559407,1
1765737351.4603548,1
1765737351.460418,1
1765737351.460466,1
1765737351.4605818,1
1765737351.460641,1
1765737351.46069,1
1765737351.4607563,1
1765737351.4608057,1
1765737351.460853,1
1765737351.4609003,1
1765737351.460949,1
1765737351.4609966,1
1765737351.4610443,1
1765737351.4610913,1
1765737351.4611378,1
1765737351.4611976,1
1765737351.4612453,1
1765737351.4612916,1
1765737351.4613395,1
1765737351.461386,1
1765737351.4658577,1
1765737351.4659772,1
1765737351.4660294,1
1765737351.4660792,1
1765737351.4661283,1
1765737351.4662387,1
1765737351.4663014,1
1765737351.466368,1
1765737351.4664402,1
1765737351.4665315,1
1765737351.4666045,1
1765737351.4666762,1
1765737351.466747,1
1765737351.4668453,1
1765737351.4669101,1
1765737351.4669607,1
1765737351.4670465,1
1765737351.4671257,1
1765737351.4672046,1
1765737351.4672706,1
1765737351.4673367,1
1765737351.471406,1
1765737351.4714937,1
1765737351.4715483,1
1765737351.4715977,1
1765737351.4717057,1
1765737351.4717596,1
1765737351.4718082,1
1765737351.4718583,1
1765737351.4719079,1
1765737351.4719572,1
1765737351.472012,1
1765737351.4721155,1
1765737351.47222,1
1765737351.472284,1
1765737351.4723701,1
1765737351.4724517,1
1765737351.4725084,1
1765737351.47256,1
1765737351.4726071,1
1765737351.472665,1
1765737351.472715,1
1765737351.4769256,1
1765737351.477002,1
1765737351.4770997,1
1765737351.4771535,1
1765737351.4772027,1
1765737351.4772513,1
1765737351.477319,1
1765737351.4774232,1
1765737351.477483,1
1765737351.4775314,1
1765737351.4775786,1
1765737351.4776893,1
1765737351.4777682,1
1765737351.4778187,1
1765737351.4778657,1
1765737351.477913,1
1765737351.4779599,1
1765737351.4780073,1
1765737351.478062,1
1765737351.478109,1
1765737351.4823606,1
1765737351.4824705,1
1765737351.482521,1
1765737351.4825768,1
1765737351.482627,1
1765737351.4826815,1
1765737351.48273,1
1765737351.482819,1
1765737351.4828794,1
1765737351.4829302,1
1765737351.4829786,1
1765737351.4830263,1
1765737351.4830735,1
1765737351.4831393,1
1765737351.4831884,1
1765737351.4832468,1
1765737351.4834533,1
1765737351.4835224,1
1765737351.4836032,1
1765737351.4836643,1
1765737351.4837487,1
1765737351.4879487,1
1765737351.4880316,1
1765737351.4880872,1
1765737351.4881396,1
1765737351.4881966,1
1765737351.4882586,1
1765737351.4883158,1
1765737351.4883769,1
1765737351.4884417,1
1765737351.48852,1
1765737351.4885807,1
1765737351.4886413,1
1765737351.4887612,1
1765737351.4888206,1
1765737351.488874,1
1765737351.4889405,1
1765737351.4890103,1
1765737351.4890807,1
1765737351.4891515,1
1765737351.4892216,1
1765737351.4892921,1
1765737351.493408,1
1765737351.4934795,1
1765737351.4935284,1
1765737351.4935744,1
1765737351.4936204,1
1765737351.4936707,1
1765737351.493718,1
1765737351.4937658,1
1765737351.4938376,1
1765737351.4938865,1
1765737351.4939342,1
1765737351.4939806,1
1765737351.494027,1
1765737351.494073,1
1765737351.4941201,1
1765737351.4941676,1
1765737351.4942186,1
1765737351.4942698,1
1765737351.4943173,1
1765737351.494364,1
1765737351.498879,1
1765737351.498993,1
1765737351.4990447,1
1765737351.4990938,1
1765737351.4991417,1
1765737351.4993033,1
1765737351.4993937,1
1765737351.4994893,1
1765737351.4995804,1
1765737351.499671,1
1765737351.4997592,1
1765737351.4999156,1
1765737351.5001373,1
1765737351.500203,1
1765737351.500254,1
1765737351.5003035,1
1765737351.500358,1
1765737351.5004199,1
1765737351.5005405,1
1765737351.5006146,1
1765737351.5006845,1
1765737351.5044184,1
1765737351.504488,1
1765737351.5045395,1
1765737351.5045874,1
1765737351.5046372,1
1765737351.5046866,1
1765737351.504736,1
1765737351.5047848,1
1765737351.504838,1
1765737351.504942,1
1765737351.50501,1
1765737351.50506,1
1765737351.505116,1
1765737351.5051637,1
1765737351.5052154,1
1765737351.5052674,1
1765737351.5053155,1
1765737351.5053642,1
1765737351.5054326,1
1765737351.5054822,1
1765737351.5055387,1
1765737351.50994,1
1765737351.5100052,1
1765737351.5100532,1
1765737351.5101016,1
1765737351.5101647,1
1765737351.5102267,1
1765737351.510282,1
1765737351.5103388,1
1765737351.510389,1
1765737351.5104465,1
1765737351.5104952,1
1765737351.5105426,1
1765737351.5105908,1
1765737351.5106385,1
1765737351.5106876,1
1765737351.5107374,1
1765737351.5107863,1
1765737351.5108337,1
1765737351.510881,1
1765737351.5109496,1
1765737351.515448,1
1765737351.5155346,1
1765737351.515584,1
1765737351.5156324,1
1765737351.5156796,1
1765737351.5157266,1
1765737351.515774,1
1765737351.515821,1
1765737351.5158677,1
1765737351.5159152,1
1765737351.515962,1
1765737351.5160086,1
1765737351.5160568,1
1765737351.5161045,1
1765737351.5161664,1
1765737351.5162146,1
1765737351.516263,1
1765737351.5163121,1
1765737351.5163589,1
1765737351.5164237,1
1765737351.5164711,1
1765737351.520975,1
1765737351.5210605,1
1765737351.5211117,1
1765737351.5211627,1
1765737351.5212138,1
1765737351.5212636,1
1765737351.5213575,1
1765737351.5214152,1
1765737351.5214715,1
1765737351.521525,1
1765737351.5215743,1
1765737351.5216243,1
1765737351.5216842,1
1765737351.5217335,1
1765737351.5217812,1
1765737351.5218463,1
1765737351.5218961,1
1765737351.5219443,1
1765737351.5219944,1
1765737351.522095,1
1765737351.5221694,1
1765737351.5264652,1
1765737351.5265467,1
1765737351.5265994,1
1765737351.52665,1
1765737351.5267007,1
1765737351.5267503,1
1765737351.5267978,1
1765737351.5269148,1
1765737351.526974,1
1765737351.5270226,1
1765737351.5270708,1
1765737351.527118,1
1765737351.5271661,1
1765737351.5272145,1
1765737351.5272617,1
1765737351.5273094,1
1765737351.5273592,1
1765737351.5274057,1
1765737351.5274734,1
1765737351.5275235,1
1765737351.5319731,1
1765737351.5321076,1
1765737351.532195,1
1765737351.5322464,1
1765737351.5322952,1
1765737351.5323565,1
1765737351.5324116,1
1765737351.53246,1
1765737351.5325074,1
1765737351.5325603,1
1765737351.5326114,1
1765737351.5326607,1
1765737351.5327084,1
1765737351.532757,1
1765737351.5328093,1
1765737351.5328612,1
1765737351.5329094,1
1765737351.5329583,1
1765737351.5330067,1
1765737351.533066,1
1765737351.533115,1
1765737351.5375307,1
1765737351.5376525,1
1765737351.5377157,1
1765737351.5377736,1
1765737351.537827,1
1765737351.5378768,1
1765737351.5379283,1
1765737351.538038,1
1765737351.5380971,1
1765737351.5381465,1
1765737351.5382106,1
1765737351.5382602,1
1765737351.5383089,1
1765737351.5383723,1
1765737351.538421,1
1765737351.538471,1
1765737351.5385194,1
1765737351.5385692,1
1765737351.538673,1
1765737351.5387318,1
1765737351.538782,1
1765737351.5430174,1
1765737351.5430932,1
1765737351.5432081,1
1765737351.5432682,1
1765737351.5433378,1
1765737351.5434117,1
1765737351.5434601,1
1765737351.5435083,1
1765737351.5435548,1
1765737351.5436027,1
1765737351.5436497,1
1765737351.5436962,1
1765737351.5437438,1
1765737351.54379,1
1765737351.543875,1
1765737351.5439332,1
1765737351.5439816,1
1765737351.5440552,1
1765737351.544106,1
1765737351.544172,1
1765737351.5484915,1
1765737351.5485916,1
1765737351.5486512,1
1765737351.548713,1
1765737351.5487623,1
1765737351.5488162,1
1765737351.5488758,1
1765737351.5489237,1
1765737351.548977,1
1765737351.549032,1
1765737351.5491445,1
1765737351.5492227,1
1765737351.5493047,1
1765737351.549374,1
1765737351.5494516,1
1765737351.5495367,1
1765737351.5496027,1
1765737351.5496674,1
1765737351.5497315,1
1765737351.5498333,1
1765737351.549906,1
1765737351.5540204,1
1765737351.5540903,1
1765737351.5541446,1
1765737351.5541956,1
1765737351.5542507,1
1765737351.5543065,1
1765737351.5543587,1
1765737351.5544097,1
1765737351.554462,1
1765737351.5545204,1
1765737351.5546417,1
1765737351.5547066,1
1765737351.5547607,1
1765737351.554809,1
1765737351.554859,1
1765737351.554913,1
1765737351.5549607,1
1765737351.55501,1
1765737351.5550566,1
1765737351.5551035,1
1765737351.5551524,1
1765737351.5595362,1
1765737351.5596578,1
1765737351.5597217,1
1765737351.5597727,1
1765737351.5598397,1
1765737351.5598886,1
1765737351.559935,1
1765737351.5599837,1
1765737351.5600386,1
1765737351.5600872,1
1765737351.5601337,1
1765737351.560181,1
1765737351.5602348,1
1765737351.5603294,1
1765737351.5603886,1
1765737351.560438,1
1765737351.5604923,1
1765737351.5605412,1
1765737351.5606098,1
1765737351.5606694,1
1765737351.5650268,1
1765737351.5651224,1
1765737351.5651722,1
1765737351.5652194,1
1765737351.5652657,1
1765737351.5653126,1
1765737351.5653603,1
1765737351.5654068,1
1765737351.5654538,1
1765737351.5655007,1
1765737351.5655465,1
1765737351.5655928,1
1765737351.5656416,1
1765737351.565694,1
1765737351.5657415,1
1765737351.5657878,1
1765737351.5658362,1
1765737351.5658834,1
1765737351.5659733,1
1765737351.566023,1
1765737351.5660698,1
1765737351.5705218,1
1765737351.570585,1
1765737351.5706387,1
1765737351.5707138,1
1765737351.5707645,1
1765737351.5709882,1
1765737351.5710661,1
1765737351.5711355,1
1765737351.5712008,1
1765737351.5713105,1
1765737351.5713763,1
1765737351.5714285,1
1765737351.5714786,1
1765737351.571531,1
1765737351.5715802,1
1765737351.5716293,1
1765737351.5716767,1
1765737351.571724,1
1765737351.5717716,1
1765737351.5718186,1
1765737351.5718658,1
1765737351.5760837,1
1765737351.5761733,1
1765737351.5762885,1
1765737351.576352,1
1765737351.5764031,1
1765737351.576451,1
1765737351.5765183,1
1765737351.576569,1
1765737351.5766199,1
1765737351.5766826,1
1765737351.5767384,1
1765737351.5767882,1
1765737351.5770125,1
1765737351.577066,1
1765737351.5771134,1
1765737351.5771844,1
1765737351.5772405,1
1765737351.577289,1
1765737351.5773778,1
1765737351.577434,1
1765737351.5815551,1
1765737351.5816762,1
1765737351.5817652,1
1765737351.5818143,1
1765737351.5818613,1
1765737351.5819256,1
1765737351.5819857,1
1765737351.582034,1
1765737351.5820847,1
1765737351.5821323,1
1765737351.5822122,1
1765737351.582268,1
1765737351.5823164,1
1765737351.5823634,1
1765737351.5824132,1
1765737351.5824628,1
1765737351.5825107,1
1765737351.582557,1
1765737351.5826035,1
1765737351.5826643,1
1765737351.582721,1
1765737351.5870743,1
1765737351.5871532,1
1765737351.5872054,1
1765737351.5872588,1
1765737351.587309,1
1765737351.5873682,1
1765737351.5874197,1
1765737351.5874677,1
1765737351.5875158,1
1765737351.5875666,1
1765737351.58763,1
1765737351.5876958,1
1765737351.587797,1
1765737351.587871,1
1765737351.5879328,1
1765737351.587998,1
1765737351.5882509,1
1765737351.5883229,1
1765737351.5884,1
1765737351.5884724,1
1765737351.5885382,1
1765737351.5925918,1
1765737351.5926743,1
1765737351.592729,1
1765737351.5927846,1
1765737351.5928361,1
1765737351.592924,1
1765737351.5929782,1
